,Date,Hour,Temperature,Humidity,Wind speed,Rainfall,Snowfall,Seasons,Holiday,Functioning Day,Partner 1,Partner 2,Rental Count,Temp_Cat
2440,2018-03-12,16,14.5,34,3.1,0.0,0.0,Spring,False,1,382,725,1107,Chilly
2441,2018-03-12,17,13.7,38,2.6,0.0,0.0,Spring,False,1,291,67,358,Chilly
2442,2018-03-12,18,12.2,43,2.8,0.0,0.0,Spring,False,1,307,1387,1694,Chilly
2443,2018-03-12,19,10.6,47,2.0,0.0,0.0,Spring,False,1,262,758,1020,Chilly
2444,2018-03-12,20,9.4,50,2.1,0.0,0.0,Spring,False,1,181,410,591,Chilly
2445,2018-03-12,21,8.7,49,1.7,0.0,0.0,Spring,False,1,230,55,285,Chilly
2446,2018-03-12,22,7.8,49,0.1,0.0,0.0,Spring,False,1,327,441,768,Chilly
2447,2018-03-12,23,6.8,56,0.9,0.0,0.0,Spring,False,1,135,162,297,Chilly
2448,2018-03-13,0,6.4,62,0.7,0.0,0.0,Spring,False,1,259,108,367,Chilly
2449,2018-03-13,1,,65,1.0,0.0,0.0,Spring,False,1,67,192,259,
2450,2018-03-13,2,5.4,66,0.6,0.0,0.0,Spring,False,1,31,114,145,Chilly
2451,2018-03-13,3,5.5,62,0.6,0.0,0.0,Spring,False,1,91,53,144,Chilly
2452,2018-03-13,4,6.2,59,0.8,0.0,0.0,Spring,False,1,6,33,39,Chilly
2453,2018-03-13,5,6.8,56,0.9,0.0,0.0,Spring,False,1,59,51,110,Chilly
2454,2018-03-13,6,7.0,58,0.7,0.0,0.0,Spring,False,1,105,182,287,Chilly
2455,2018-03-13,7,7.2,56,0.5,0.0,0.0,Spring,False,1,617,119,736,Chilly
2456,2018-03-13,8,8.0,48,0.4,0.0,0.0,Spring,False,1,243,195,438,Chilly
2457,2018-03-13,9,9.4,44,0.3,0.0,0.0,Spring,False,1,324,368,692,Chilly
2458,2018-03-13,10,10.9,40,0.5,0.0,0.0,Spring,False,1,371,311,682,Chilly
2459,2018-03-13,11,12.6,49,1.4,0.0,0.0,Spring,False,1,209,449,658,Chilly
2460,2018-03-13,12,15.5,47,3.3,0.0,0.0,Spring,False,1,302,278,580,Nice
2461,2018-03-13,13,17.1,42,3.2,0.0,0.0,Spring,False,1,264,206,470,Nice
2462,2018-03-13,14,18.3,43,2.2,0.0,0.0,Spring,False,1,231,510,741,Nice
2463,2018-03-13,15,18.6,47,3.3,0.0,0.0,Spring,False,1,414,536,950,Nice
2464,2018-03-13,16,17.6,53,3.7,0.0,0.0,Spring,False,1,771,26,797,Nice
2465,2018-03-13,17,16.9,62,3.1,0.0,0.0,Spring,False,1,712,387,1099,Nice
2466,2018-03-13,18,15.7,68,3.3,0.0,0.0,Spring,False,1,1490,1522,3012,Nice
2467,2018-03-13,19,14.1,77,2.0,0.0,0.0,Spring,False,1,1060,691,1751,Chilly
2468,2018-03-13,20,13.9,77,1.5,0.0,0.0,Spring,False,1,819,557,1376,Chilly
2469,2018-03-13,21,13.7,79,2.0,0.0,0.0,Spring,False,1,360,48,408,Chilly
2470,2018-03-13,22,13.5,81,2.8,0.0,0.0,Spring,False,1,912,648,1560,Chilly
2471,2018-03-13,23,13.4,81,2.6,0.0,0.0,Spring,False,1,146,27,173,Chilly
2472,2018-03-14,0,13.6,79,2.2,0.0,0.0,Spring,False,1,173,13,186,Chilly
2473,2018-03-14,1,13.7,73,2.2,0.0,0.0,Spring,False,1,148,120,268,Chilly
2474,2018-03-14,2,13.8,70,1.3,0.0,0.0,Spring,False,1,93,23,116,Chilly
2475,2018-03-14,3,14.0,67,2.3,0.0,0.0,Spring,False,1,85,39,124,Chilly
2476,2018-03-14,4,14.0,70,1.5,0.0,0.0,Spring,False,1,52,37,89,Chilly
2477,2018-03-14,5,14.1,69,1.3,0.0,0.0,Spring,False,1,73,117,190,Chilly
2478,2018-03-14,6,14.1,69,1.6,0.0,0.0,Spring,False,1,279,186,465,Chilly
2479,2018-03-14,7,14.1,69,1.1,0.0,0.0,Spring,False,1,518,564,1082,Chilly
2480,2018-03-14,8,14.2,67,0.9,0.0,0.0,Spring,False,1,725,540,1265,Chilly
2481,2018-03-14,9,14.6,62,1.2,0.0,0.0,Spring,False,1,627,516,1143,Chilly
2482,2018-03-14,10,15.7,58,1.3,0.0,0.0,Spring,False,1,459,51,510,Nice
2483,2018-03-14,11,17.5,55,2.1,0.0,0.0,Spring,False,1,547,175,722,Nice
2484,2018-03-14,12,19.9,44,2.7,0.0,0.0,Spring,False,1,451,775,1226,Nice
2485,2018-03-14,13,20.9,44,4.7,0.0,0.0,Spring,False,1,218,753,971,Nice
2486,2018-03-14,14,21.1,42,4.3,0.0,0.0,Spring,False,1,337,729,1066,Nice
2487,2018-03-14,15,21.7,39,3.3,0.0,0.0,Spring,False,1,185,473,658,Nice
2488,2018-03-14,16,21.7,41,3.2,0.0,0.0,Spring,False,1,176,455,631,Nice
2489,2018-03-14,17,20.5,49,3.5,0.0,0.0,Spring,False,1,5,582,587,Nice
2490,2018-03-14,18,19.2,53,2.4,0.0,0.0,Spring,False,1,674,338,1012,Nice
2491,2018-03-14,19,17.9,54,2.9,0.0,0.0,Spring,False,1,697,107,804,Nice
2492,2018-03-14,20,17.2,60,2.5,0.0,0.0,Spring,False,1,1048,116,1164,Nice
2493,2018-03-14,21,16.8,67,2.0,0.0,0.0,Spring,False,1,90,972,1062,Nice
2494,2018-03-14,22,16.2,71,2.0,0.0,0.0,Spring,False,1,24,76,100,Nice
2495,2018-03-14,23,16.1,69,1.8,0.0,0.0,Spring,False,1,131,116,247,Nice
2496,2018-03-15,0,16.0,69,2.4,0.0,0.0,Spring,False,1,388,449,837,Nice
2497,2018-03-15,1,16.3,68,2.1,0.0,0.0,Spring,False,1,281,343,624,Nice
2498,2018-03-15,2,16.5,68,1.3,0.0,0.0,Spring,False,1,8,169,177,Nice
2499,2018-03-15,3,16.5,69,2.4,0.0,0.0,Spring,False,1,21,25,46,Nice
2500,2018-03-15,4,15.1,86,2.1,0.0,0.0,Spring,False,1,6,1,7,Nice
2501,2018-03-15,5,14.5,94,2.0,0.0,0.0,Spring,False,1,3,4,7,Chilly
2502,2018-03-15,6,14.4,96,0.7,8.0,0.0,Spring,False,1,7,0,7,Chilly
2503,2018-03-15,7,14.3,97,0.3,0.0,0.0,Spring,False,1,14,7,21,Chilly
2504,2018-03-15,8,14.1,97,1.1,0.0,0.0,Spring,False,1,22,23,45,Chilly
2505,2018-03-15,9,14.1,98,1.1,17.0,0.0,Spring,False,1,29,18,47,Chilly
2506,2018-03-15,10,,98,1.2,0.0,0.0,Spring,False,1,27,19,46,
2507,2018-03-15,11,13.9,98,1.4,0.0,0.0,Spring,False,1,48,10,58,Chilly
2508,2018-03-15,12,13.3,97,2.9,2.0,0.0,Spring,False,1,82,22,104,Chilly
2509,2018-03-15,13,12.7,97,2.6,0.0,0.0,Spring,False,1,111,112,223,Chilly
2510,2018-03-15,14,12.1,97,2.0,0.0,0.0,Spring,False,1,77,7,84,Chilly
2511,2018-03-15,15,11.6,97,3.4,0.0,0.0,Spring,False,1,179,35,214,Chilly
2512,2018-03-15,16,10.7,98,1.2,0.0,0.0,Spring,False,1,198,208,406,Chilly
2513,2018-03-15,17,10.9,98,1.3,0.0,0.0,Spring,False,1,58,377,435,Chilly
2514,2018-03-15,18,10.4,98,2.5,0.0,0.0,Spring,False,1,270,469,739,Chilly
2515,2018-03-15,19,10.4,98,2.0,0.0,0.0,Spring,False,1,133,25,158,Chilly
2516,2018-03-15,20,10.5,97,1.8,0.0,0.0,Spring,False,1,188,199,387,Chilly
2517,2018-03-15,21,10.4,96,2.7,0.0,0.0,Spring,False,1,232,229,461,Chilly
2518,2018-03-15,22,9.8,90,3.7,0.0,0.0,Spring,False,1,407,119,526,Chilly
2519,2018-03-15,23,9.3,90,4.1,0.0,0.0,Spring,False,1,115,48,163,Chilly
2520,2018-03-16,0,8.4,86,2.2,0.0,0.0,Spring,False,1,69,160,229,Chilly
2521,2018-03-16,1,7.2,83,2.1,0.0,0.0,Spring,False,1,102,88,190,Chilly
2522,2018-03-16,2,6.7,72,2.1,0.0,0.0,Spring,False,1,38,71,109,Chilly
2523,2018-03-16,3,6.1,67,2.6,0.0,0.0,Spring,False,1,99,49,148,Chilly
2524,2018-03-16,4,5.7,62,2.4,0.0,0.0,Spring,False,1,0,17,17,Chilly
2525,2018-03-16,5,5.2,60,2.0,0.0,0.0,Spring,False,1,11,5,16,Chilly
2526,2018-03-16,6,4.4,61,1.7,0.0,0.0,Spring,False,1,142,43,185,Chilly
2527,2018-03-16,7,3.7,59,2.9,0.0,0.0,Spring,False,1,477,565,1042,Chilly
2528,2018-03-16,8,3.8,56,2.4,0.0,0.0,Spring,False,1,351,771,1122,Chilly
2529,2018-03-16,9,5.2,51,1.7,0.0,0.0,Spring,False,1,341,404,745,Chilly
2530,2018-03-16,10,6.7,46,2.2,0.0,0.0,Spring,False,1,148,252,400,Chilly
2531,2018-03-16,11,8.2,45,2.4,0.0,0.0,Spring,False,1,393,353,746,Chilly
2532,2018-03-16,12,9.4,40,2.6,0.0,0.0,Spring,False,1,533,505,1038,Chilly
2533,2018-03-16,13,10.4,38,2.4,0.0,0.0,Spring,False,1,88,82,170,Chilly
2534,2018-03-16,14,11.0,36,1.8,0.0,0.0,Spring,False,1,21,457,478,Chilly
2535,2018-03-16,15,11.9,32,1.9,0.0,0.0,Spring,False,1,599,52,651,Chilly
2536,2018-03-16,16,11.6,31,1.4,0.0,0.0,Spring,False,1,634,751,1385,Chilly
2537,2018-03-16,17,11.2,30,1.5,0.0,0.0,Spring,False,1,430,401,831,Chilly
2538,2018-03-16,18,10.0,33,1.2,0.0,0.0,Spring,False,1,1309,836,2145,Chilly
2539,2018-03-16,19,8.1,36,1.2,0.0,0.0,Spring,False,1,89,74,163,Chilly
2540,2018-03-16,20,6.7,41,1.0,0.0,0.0,Spring,False,1,400,388,788,Chilly
2541,2018-03-16,21,5.8,43,1.8,0.0,0.0,Spring,False,1,459,217,676,Chilly
2542,2018-03-16,22,4.9,46,0.8,0.0,0.0,Spring,False,1,404,615,1019,Chilly
2543,2018-03-16,23,4.2,47,1.3,0.0,0.0,Spring,False,1,108,8,116,Chilly
2544,2018-03-17,0,3.7,48,1.6,0.0,0.0,Spring,False,1,74,144,218,Chilly
2545,2018-03-17,1,3.0,52,0.7,0.0,0.0,Spring,False,1,326,157,483,Chilly
2546,2018-03-17,2,2.3,56,0.6,0.0,0.0,Spring,False,1,46,136,182,Chilly
2547,2018-03-17,3,1.8,59,0.7,0.0,0.0,Spring,False,1,80,19,99,Chilly
2548,2018-03-17,4,,61,0.7,0.0,0.0,Spring,False,1,47,14,61,
2549,2018-03-17,5,1.0,62,0.9,0.0,0.0,Spring,False,1,29,38,67,Chilly
2550,2018-03-17,6,0.8,63,1.0,0.0,0.0,Spring,False,1,71,99,170,Chilly
2551,2018-03-17,7,0.5,64,0.8,0.0,0.0,Spring,False,1,90,26,116,Chilly
2552,2018-03-17,8,1.3,57,1.0,0.0,0.0,Spring,False,1,53,327,380,Chilly
2553,2018-03-17,9,3.4,49,1.6,0.0,0.0,Spring,False,1,53,4,57,Chilly
2554,2018-03-17,10,6.0,43,1.0,0.0,0.0,Spring,False,1,509,542,1051,Chilly
2555,2018-03-17,11,8.0,39,1.2,0.0,0.0,Spring,False,1,84,201,285,Chilly
2556,2018-03-17,12,10.0,38,1.5,0.0,0.0,Spring,False,1,507,307,814,Chilly
2557,2018-03-17,13,10.9,32,1.2,0.0,0.0,Spring,False,1,568,609,1177,Chilly
2558,2018-03-17,14,12.1,29,2.3,0.0,0.0,Spring,False,1,673,1274,1947,Chilly
2559,2018-03-17,15,13.2,23,2.8,0.0,0.0,Spring,False,1,1053,481,1534,Chilly
2560,2018-03-17,16,13.7,28,2.1,0.0,0.0,Spring,False,1,1392,925,2317,Chilly
2561,2018-03-17,17,12.1,34,2.5,0.0,0.0,Spring,False,1,129,762,891,Chilly
2562,2018-03-17,18,10.6,42,2.8,0.0,0.0,Spring,False,1,285,623,908,Chilly
2563,2018-03-17,19,8.8,49,3.2,0.0,0.0,Spring,False,1,353,54,407,Chilly
2564,2018-03-17,20,7.9,54,2.3,0.0,0.0,Spring,False,1,185,383,568,Chilly
2565,2018-03-17,21,7.4,54,2.0,0.0,0.0,Spring,False,1,460,383,843,Chilly
2566,2018-03-17,22,7.0,55,2.7,0.0,0.0,Spring,False,1,266,257,523,Chilly
2567,2018-03-17,23,6.4,59,1.1,0.0,0.0,Spring,False,1,229,62,291,Chilly
2568,2018-03-18,0,5.9,56,1.1,0.0,0.0,Spring,False,1,352,38,390,Chilly
2569,2018-03-18,1,5.7,55,1.4,0.0,0.0,Spring,False,1,137,240,377,Chilly
2570,2018-03-18,2,5.5,56,1.2,0.0,0.0,Spring,False,1,101,117,218,Chilly
2571,2018-03-18,3,5.5,57,1.1,0.0,0.0,Spring,False,1,125,22,147,Chilly
2572,2018-03-18,4,5.6,55,0.4,0.0,0.0,Spring,False,1,21,62,83,Chilly
2573,2018-03-18,5,5.6,55,1.2,0.0,0.0,Spring,False,1,20,23,43,Chilly
2574,2018-03-18,6,5.7,54,1.7,0.0,0.0,Spring,False,1,46,54,100,Chilly
2575,2018-03-18,7,5.5,58,1.0,0.0,0.0,Spring,False,1,57,39,96,Chilly
2576,2018-03-18,8,5.9,58,1.8,0.0,0.0,Spring,False,1,95,197,292,Chilly
2577,2018-03-18,9,6.3,53,0.5,0.0,0.0,Spring,False,1,294,2,296,Chilly
2578,2018-03-18,10,7.2,53,1.6,0.0,0.0,Spring,False,1,423,234,657,Chilly
2579,2018-03-18,11,8.5,49,0.7,0.0,0.0,Spring,False,1,200,424,624,Chilly
2580,2018-03-18,12,9.8,46,1.2,0.0,0.0,Spring,False,1,351,440,791,Chilly
2581,2018-03-18,13,10.6,43,1.3,0.0,0.0,Spring,False,1,263,536,799,Chilly
2582,2018-03-18,14,11.0,41,1.1,0.0,0.0,Spring,False,1,49,901,950,Chilly
2583,2018-03-18,15,12.0,37,0.8,0.0,0.0,Spring,False,1,92,660,752,Chilly
2584,2018-03-18,16,12.3,30,1.6,0.0,0.0,Spring,False,1,50,924,974,Chilly
2585,2018-03-18,17,11.1,42,2.2,0.0,0.0,Spring,False,1,587,213,800,Chilly
2586,2018-03-18,18,10.4,47,0.4,0.0,0.0,Spring,False,1,164,259,423,Chilly
2587,2018-03-18,19,10.0,53,1.7,0.0,0.0,Spring,False,1,60,38,98,Chilly
2588,2018-03-18,20,9.2,66,1.1,0.0,0.0,Spring,False,1,10,51,61,Chilly
2589,2018-03-18,21,8.8,72,0.9,0.0,0.0,Spring,False,1,3,27,30,Chilly
2590,2018-03-18,22,8.1,76,0.8,0.0,0.0,Spring,False,1,49,64,113,Chilly
2591,2018-03-18,23,7.4,80,1.3,0.0,0.0,Spring,False,1,53,52,105,Chilly
2592,2018-03-19,0,7.0,81,1.1,0.5,0.0,Spring,False,1,5,66,71,Chilly
2593,2018-03-19,1,6.7,84,0.8,0.0,0.0,Spring,False,1,3,34,37,Chilly
2594,2018-03-19,2,6.6,86,0.6,0.0,0.0,Spring,False,1,13,16,29,Chilly
2595,2018-03-19,3,6.5,88,0.9,0.3,0.0,Spring,False,1,9,2,11,Chilly
2596,2018-03-19,4,6.3,90,1.0,0.0,0.0,Spring,False,1,7,2,9,Chilly
2597,2018-03-19,5,6.2,89,1.5,0.0,0.0,Spring,False,1,20,22,42,Chilly
2598,2018-03-19,6,6.5,88,1.2,0.2,0.0,Spring,False,1,6,4,10,Chilly
2599,2018-03-19,7,6.5,88,1.4,0.0,0.0,Spring,False,1,307,291,598,Chilly
2600,2018-03-19,8,7.3,84,2.2,0.0,0.0,Spring,False,1,44,413,457,Chilly
2601,2018-03-19,9,8.2,81,2.7,0.5,0.0,Spring,False,1,232,366,598,Chilly
2602,2018-03-19,10,9.1,77,2.7,0.0,0.0,Spring,False,1,113,34,147,Chilly
2603,2018-03-19,11,10.2,65,3.3,0.0,0.0,Spring,False,1,285,350,635,Chilly
2604,2018-03-19,12,10.2,58,3.5,0.0,0.0,Spring,False,1,226,400,626,Chilly
2605,2018-03-19,13,10.1,61,3.7,0.0,0.0,Spring,False,1,6,107,113,Chilly
2606,2018-03-19,14,10.1,59,3.3,0.0,0.0,Spring,False,1,316,79,395,Chilly
2607,2018-03-19,15,9.8,57,3.0,0.0,0.0,Spring,False,1,35,85,120,Chilly
2608,2018-03-19,16,8.9,63,3.0,0.0,0.0,Spring,False,1,113,246,359,Chilly
2609,2018-03-19,17,8.5,59,2.7,0.0,0.0,Spring,False,1,293,589,882,Chilly
2610,2018-03-19,18,8.6,55,2.4,0.0,0.0,Spring,False,1,470,526,996,Chilly
2611,2018-03-19,19,8.4,51,3.3,0.0,0.0,Spring,False,1,433,471,904,Chilly
2612,2018-03-19,20,8.3,47,3.1,0.0,0.0,Spring,False,1,28,36,64,Chilly
2613,2018-03-19,21,8.0,47,3.3,0.0,0.0,Spring,False,1,453,562,1015,Chilly
2614,2018-03-19,22,7.6,48,3.1,0.0,0.0,Spring,False,1,359,372,731,Chilly
2615,2018-03-19,23,6.9,44,3.3,0.0,0.0,Spring,False,1,120,112,232,Chilly
2616,2018-03-20,0,6.3,42,3.3,0.0,0.0,Spring,False,1,233,67,300,Chilly
2617,2018-03-20,1,5.5,42,3.1,0.0,0.0,Spring,False,1,21,101,122,Chilly
2618,2018-03-20,2,5.1,44,3.4,0.0,0.0,Spring,False,1,152,10,162,Chilly
2619,2018-03-20,3,4.7,44,3.8,0.0,0.0,Spring,False,1,14,47,61,Chilly
2620,2018-03-20,4,4.4,44,3.1,0.0,0.0,Spring,False,1,63,4,67,Chilly
2621,2018-03-20,5,4.1,42,3.1,0.0,0.0,Spring,False,1,71,18,89,Chilly
2622,2018-03-20,6,3.9,43,3.4,0.0,0.0,Spring,False,1,50,63,113,Chilly
2623,2018-03-20,7,3.8,44,4.1,0.0,0.0,Spring,False,1,432,302,734,Chilly
2624,2018-03-20,8,4.3,43,4.2,0.0,0.0,Spring,False,1,505,1178,1683,Chilly
2625,2018-03-20,9,5.7,38,3.9,0.0,0.0,Spring,False,1,414,149,563,Chilly
2626,2018-03-20,10,7.4,35,3.5,0.0,0.0,Spring,False,1,117,75,192,Chilly
2627,2018-03-20,11,8.4,34,3.6,0.0,0.0,Spring,False,1,68,0,68,Chilly
2628,2018-03-20,12,9.0,33,3.1,0.0,0.0,Spring,False,1,360,387,747,Chilly
2629,2018-03-20,13,8.0,37,3.4,0.0,0.0,Spring,False,1,338,276,614,Chilly
2630,2018-03-20,14,7.3,38,3.4,0.0,0.0,Spring,False,1,467,251,718,Chilly
2631,2018-03-20,15,6.5,39,3.3,0.0,0.0,Spring,False,1,308,276,584,Chilly
2632,2018-03-20,16,5.6,42,4.2,0.0,0.0,Spring,False,1,455,469,924,Chilly
2633,2018-03-20,17,4.9,43,4.3,0.0,0.0,Spring,False,1,178,130,308,Chilly
2634,2018-03-20,18,4.1,43,3.5,0.0,0.0,Spring,False,1,828,514,1342,Chilly
2635,2018-03-20,19,3.2,45,3.7,0.0,0.0,Spring,False,1,297,276,573,Chilly
2636,2018-03-20,20,2.7,45,3.3,0.0,0.0,Spring,False,1,462,67,529,Chilly
2637,2018-03-20,21,2.3,40,3.3,0.0,0.0,Spring,False,1,185,481,666,Chilly
2638,2018-03-20,22,2.0,37,2.7,0.0,0.0,Spring,False,1,132,390,522,Chilly
2639,2018-03-20,23,1.8,37,2.3,0.0,0.0,Spring,False,1,236,84,320,Chilly
2640,2018-03-21,0,1.6,39,2.3,0.0,0.0,Spring,False,1,21,16,37,Chilly
2641,2018-03-21,1,1.5,40,2.8,0.0,0.0,Spring,False,1,83,70,153,Chilly
2642,2018-03-21,2,1.4,40,2.9,0.0,0.0,Spring,False,1,59,104,163,Chilly
2643,2018-03-21,3,1.3,40,2.1,0.0,0.0,Spring,False,1,48,39,87,Chilly
2644,2018-03-21,4,1.3,39,2.3,0.0,0.0,Spring,False,1,33,50,83,Chilly
2645,2018-03-21,5,1.3,40,2.3,0.0,0.0,Spring,False,1,10,6,16,Chilly
2646,2018-03-21,6,1.4,42,1.7,0.0,0.0,Spring,False,1,120,43,163,Chilly
2647,2018-03-21,7,1.4,43,1.5,0.0,0.0,Spring,False,1,383,493,876,Chilly
2648,2018-03-21,8,1.6,42,1.8,0.0,0.0,Spring,False,1,452,769,1221,Chilly
2649,2018-03-21,9,2.5,40,1.9,0.0,0.0,Spring,False,1,6,2,8,Chilly
2650,2018-03-21,10,3.6,37,1.3,0.0,0.0,Spring,False,1,46,45,91,Chilly
2651,2018-03-21,11,4.8,35,2.1,0.0,0.0,Spring,False,1,131,181,312,Chilly
2652,2018-03-21,12,4.8,51,2.2,0.0,0.0,Spring,False,1,209,150,359,Chilly
2653,2018-03-21,13,4.0,64,2.0,0.0,0.0,Spring,False,1,97,25,122,Chilly
2654,2018-03-21,14,1.9,89,1.5,0.0,0.0,Spring,False,1,9,94,103,Chilly
2655,2018-03-21,15,2.2,85,1.3,0.5,0.0,Spring,False,1,152,119,271,Chilly
2656,2018-03-21,16,2.4,79,1.9,0.0,0.0,Spring,False,1,158,147,305,Chilly
2657,2018-03-21,17,2.5,78,2.0,0.0,0.0,Spring,False,1,43,124,167,Chilly
2658,2018-03-21,18,2.0,77,1.3,0.0,0.0,Spring,False,1,496,218,714,Chilly
2659,2018-03-21,19,2.0,81,0.7,0.0,0.0,Spring,False,1,84,23,107,Chilly
2660,2018-03-21,20,1.7,85,1.3,0.0,0.0,Spring,False,1,102,93,195,Chilly
2661,2018-03-21,21,1.2,92,0.7,0.5,0.0,Spring,False,1,198,45,243,Chilly
2662,2018-03-21,22,1.2,87,0.9,0.0,0.0,Spring,False,1,184,143,327,Chilly
2663,2018-03-21,23,1.5,86,1.2,0.0,0.0,Spring,False,1,189,173,362,Chilly
2664,2018-03-22,0,1.6,86,1.7,0.0,0.0,Spring,False,1,107,79,186,Chilly
2665,2018-03-22,1,1.6,85,2.0,0.0,0.0,Spring,False,1,244,177,421,Chilly
2666,2018-03-22,2,1.5,86,2.5,0.0,0.0,Spring,False,1,18,96,114,Chilly
2667,2018-03-22,3,1.3,87,1.7,0.0,0.0,Spring,False,1,10,91,101,Chilly
2668,2018-03-22,4,1.3,87,2.2,0.0,0.0,Spring,False,1,44,23,67,Chilly
2669,2018-03-22,5,1.1,88,0.9,0.0,0.0,Spring,False,1,79,26,105,Chilly
2670,2018-03-22,6,0.8,88,1.0,0.0,0.0,Spring,False,1,141,103,244,Chilly
2671,2018-03-22,7,0.6,85,1.5,0.0,0.0,Spring,False,1,485,363,848,Chilly
2672,2018-03-22,8,1.1,79,1.7,0.0,0.0,Spring,False,1,385,401,786,Chilly
2673,2018-03-22,9,2.5,67,1.3,0.0,0.0,Spring,False,1,267,532,799,Chilly
2674,2018-03-22,10,4.9,56,1.9,0.0,0.0,Spring,False,1,113,1,114,Chilly
2675,2018-03-22,11,6.9,46,2.1,0.0,0.0,Spring,False,1,393,480,873,Chilly
2676,2018-03-22,12,8.3,36,2.5,0.0,0.0,Spring,False,1,164,354,518,Chilly
2677,2018-03-22,13,9.9,29,3.2,0.0,0.0,Spring,False,1,136,394,530,Chilly
2678,2018-03-22,14,11.4,30,3.1,0.0,0.0,Spring,False,1,199,538,737,Chilly
2679,2018-03-22,15,10.7,34,4.5,0.0,0.0,Spring,False,1,478,681,1159,Chilly
2680,2018-03-22,16,10.3,34,3.8,0.0,0.0,Spring,False,1,249,501,750,Chilly
2681,2018-03-22,17,9.6,38,3.2,0.0,0.0,Spring,False,1,757,488,1245,Chilly
2682,2018-03-22,18,7.9,46,3.1,0.0,0.0,Spring,False,1,1027,2,1029,Chilly
2683,2018-03-22,19,6.2,54,1.8,0.0,0.0,Spring,False,1,863,68,931,Chilly
2684,2018-03-22,20,5.1,56,2.0,0.0,0.0,Spring,False,1,318,251,569,Chilly
2685,2018-03-22,21,4.5,62,2.0,0.0,0.0,Spring,False,1,42,350,392,Chilly
2686,2018-03-22,22,3.9,66,2.7,0.0,0.0,Spring,False,1,227,620,847,Chilly
2687,2018-03-22,23,3.4,69,1.1,0.0,0.0,Spring,False,1,285,314,599,Chilly
2688,2018-03-23,0,2.9,72,1.3,0.0,0.0,Spring,False,1,137,307,444,Chilly
2689,2018-03-23,1,2.5,75,1.5,0.0,0.0,Spring,False,1,146,53,199,Chilly
2690,2018-03-23,2,2.2,80,1.4,0.0,0.0,Spring,False,1,160,157,317,Chilly
2691,2018-03-23,3,1.9,81,1.1,0.0,0.0,Spring,False,1,109,59,168,Chilly
2692,2018-03-23,4,2.0,80,0.8,0.0,0.0,Spring,False,1,20,1,21,Chilly
2693,2018-03-23,5,2.2,79,0.8,0.0,0.0,Spring,False,1,15,90,105,Chilly
2694,2018-03-23,6,2.3,80,0.7,0.0,0.0,Spring,False,1,56,25,81,Chilly
2695,2018-03-23,7,2.5,79,1.4,0.0,0.0,Spring,False,1,81,406,487,Chilly
2696,2018-03-23,8,2.6,77,1.3,0.0,0.0,Spring,False,1,1074,695,1769,Chilly
2697,2018-03-23,9,3.3,72,1.4,0.0,0.0,Spring,False,1,186,49,235,Chilly
2698,2018-03-23,10,5.4,64,1.6,0.0,0.0,Spring,False,1,148,60,208,Chilly
2699,2018-03-23,11,7.1,50,1.7,0.0,0.0,Spring,False,1,81,279,360,Chilly
2700,2018-03-23,12,9.3,37,2.3,0.0,0.0,Spring,False,1,324,583,907,Chilly
2701,2018-03-23,13,10.9,36,2.1,0.0,0.0,Spring,False,1,68,346,414,Chilly
2702,2018-03-23,14,12.4,33,2.9,0.0,0.0,Spring,False,1,228,682,910,Chilly
2703,2018-03-23,15,12.1,30,3.0,0.0,0.0,Spring,False,1,420,813,1233,Chilly
2704,2018-03-23,16,12.2,24,2.8,0.0,0.0,Spring,False,1,690,698,1388,Chilly
2705,2018-03-23,17,11.2,27,3.5,0.0,0.0,Spring,False,1,1007,492,1499,Chilly
2706,2018-03-23,18,9.7,36,3.6,0.0,0.0,Spring,False,1,1480,754,2234,Chilly
2707,2018-03-23,19,8.3,48,3.0,0.0,0.0,Spring,False,1,149,52,201,Chilly
2708,2018-03-23,20,6.7,48,2.6,0.0,0.0,Spring,False,1,432,196,628,Chilly
2709,2018-03-23,21,5.8,60,2.2,0.0,0.0,Spring,False,1,556,72,628,Chilly
2710,2018-03-23,22,5.3,63,1.8,0.0,0.0,Spring,False,1,280,506,786,Chilly
2711,2018-03-23,23,5.0,42,1.7,0.0,0.0,Spring,False,1,65,93,158,Chilly
2712,2018-03-24,0,4.7,46,1.7,0.0,0.0,Spring,False,1,149,85,234,Chilly
2713,2018-03-24,1,4.7,51,1.1,0.0,0.0,Spring,False,1,233,353,586,Chilly
2714,2018-03-24,2,5.0,50,1.7,0.0,0.0,Spring,False,1,282,192,474,Chilly
2715,2018-03-24,3,5.0,51,0.8,0.0,0.0,Spring,False,1,149,2,151,Chilly
2716,2018-03-24,4,5.1,54,1.2,0.0,0.0,Spring,False,1,93,71,164,Chilly
2717,2018-03-24,5,4.7,54,1.3,0.0,0.0,Spring,False,1,25,15,40,Chilly
2718,2018-03-24,6,4.2,50,0.6,0.0,0.0,Spring,False,1,62,43,105,Chilly
2719,2018-03-24,7,4.0,54,0.9,0.0,0.0,Spring,False,1,189,196,385,Chilly
2720,2018-03-24,8,4.5,49,0.4,0.0,0.0,Spring,False,1,4,313,317,Chilly
2721,2018-03-24,9,6.5,40,2.5,0.0,0.0,Spring,False,1,15,280,295,Chilly
2722,2018-03-24,10,7.2,43,1.5,0.0,0.0,Spring,False,1,395,456,851,Chilly
